# 동사 활용형 보정 사전
# 잘못된 Viterbi 경로를 수정하기 위한 낮은 비용 엔트리
# 형식: 표면형,품사,비용,읽기
#
# 주요 문제: "가는"이 "가늘다+ㄴ"으로 분석되는 문제
# 해결: "가다+는" 형태를 낮은 비용으로 추가

# === 피동사/사동사 기본형 (VV+VX+EF) ===
# "보이다"가 "보이/NNG 다/EF"로 분석되는 문제 해결
봤다,VV+EF,-500,봤다
샀다,VV+EF,-500,샀다
잤다,VV+EF,-500,잤다
# 비축약형은 VV+EP+EF 유지 (먹/VV 었/EP 다/EF)
먹었다,VV+EP+EF,-500,먹었다
읽었다,VV+EP+EF,-500,읽었다

# VV + 겠/EP (미래/추측)
가겠다,VV+EP+EF,-500,가겠다
오겠다,VV+EP+EF,-500,오겠다
하겠다,VV+EP+EF,-500,하겠다
보겠다,VV+EP+EF,-500,보겠다
먹겠다,VV+EP+EF,-500,먹겠다

# VV + 자/EF (청유)
가자,VV+EF,-500,가자
오자,VV+EF,-500,오자
하자,VV+EF,-500,하자
보자,VV+EF,-500,보자
먹자,VV+EF,-500,먹자

# VV + 아요/어요/EF (존칭)
가요,VV+EF,-500,가요
와요,VV+EF,-500,와요
해요,VV+EF,-500,해요
봐요,VV+EF,-500,봐요
먹어요,VV+EF,-500,먹어요
읽어요,VV+EF,-500,읽어요

# VV + EP + EF (과거 존칭)
했어요,VV+EP+EF,-5000,했어요
갔어요,VV+EP+EF,-5000,갔어요
왔어요,VV+EP+EF,-5000,왔어요
봤어요,VV+EP+EF,-5000,봤어요
먹었어요,VV+EP+EF,-5000,먹었어요
읽었어요,VV+EP+EF,-5000,읽었어요
# VV + EP + EF (과거 격식체)
했습니다,VV+EP+EF,-10000,했습니다
갔습니다,VV+EP+EF,-10000,갔습니다
왔습니다,VV+EP+EF,-10000,왔습니다
봤습니다,VV+EP+EF,-10000,봤습니다
됐습니다,VV+EP+EF,-10000,됐습니다
했습니까,VV+EP+EF,-10000,했습니까
갔습니까,VV+EP+EF,-10000,갔습니까

# VV + EP + EP + EF (존칭+과거+격식체)
오셨습니다,VV+EP+EP+EF,-15000,오셨습니다
가셨습니다,VV+EP+EP+EF,-15000,가셨습니다
하셨습니다,VV+EP+EP+EF,-15000,하셨습니다
보셨습니다,VV+EP+EP+EF,-15000,보셨습니다
드셨습니다,VV+EP+EP+EF,-15000,드셨습니다
계셨습니다,VV+EP+EP+EF,-15000,계셨습니다
주셨습니다,VV+EP+EP+EF,-15000,주셨습니다
말씀하셨습니다,VV+EP+EP+EF,-15000,말씀하셨습니다
# VV + EF (축약형 과거 + 평서형)
봤다,VV+EF,-10000,봤다

# VV + 니/EF (의문)
가니,VV+EF,-500,가니
오니,VV+EF,-500,오니
하니,VV+EF,-500,하니
보니,VV+EF,-500,보니
먹니,VV+EF,-500,먹니

# VA + 는/ETM (형용사 현재 관형형은 없음, 형용사는 ㄴ/은 사용)
# VA + EC (형용사 연결어미)
좋아서,VA+EC,-5000,좋아서
좋으면,VA+EC,-5000,좋으면
좋고,VA+EC,-5000,좋고
좋지만,VA+EC,-5000,좋지만
싫어서,VA+EC,-5000,싫어서
나빠서,VA+EC,-5000,나빠서
커서,VA+EC,-5000,커서
작아서,VA+EC,-5000,작아서

# VA + ㄴ/은/ETM (형용사 관형형)
좋은,VA+ETM,-500,좋은
나쁜,VA+ETM,-500,나쁜
큰,VA+ETM,-500,큰
작은,VA+ETM,-500,작은
예쁜,VA+ETM,-500,예쁜
높은,VA+ETM,-500,높은
낮은,VA+ETM,-500,낮은
빠른,VA+ETM,-500,빠른
느린,VA+ETM,-500,느린
긴,VA+ETM,-500,긴

# VA + 다/EF (형용사 종결)
좋다,VA+EF,-500,좋다
나쁘다,VA+EF,-500,나쁘다
크다,VA+EF,-500,크다
작다,VA+EF,-500,작다
예쁘다,VA+EF,-500,예쁘다

# 자주 오분석되는 명사 (JKS 전 토큰화 문제 해결)
회의가,NNG+JKS,-500,회의가
법안이,NNG+JKS,-500,법안이
결과가,NNG+JKS,-500,결과가
환율이,NNG+JKS,-500,환율이
작업이,NNG+JKS,-500,작업이

# NNG + JKB (명사 + 부사격조사)
학교에,NNG+JKB,-500,학교에
학교에서,NNG+JKB,-5000,학교에서
집에,NNG+JKB,-500,집에
집에서,NNG+JKB,-5000,집에서
회사에,NNG+JKB,-500,회사에
회사에서,NNG+JKB,-5000,회사에서
서울에,NNP+JKB,-500,서울에
서울에서,NNP+JKB,-5000,서울에서

# 자주 오분석되는 단어 (띄어쓰기 문제)
날씨가,NNG+JKS,-500,날씨가
날씨,NNG,-500,날씨
오늘,NNG,-10000,오늘
내일,NNG,-10000,내일

# XSV (파생접미사) - "하다/되다" 계열
되었다,XSV+EP+EF,-500,되었다
됐다,XSV+EP+EF,-500,됐다
했다,XSV+EP+EF,-500,했다
된다,XSV+EF,-500,된다
한다,XSV+EF,-500,한다

# XSV 단독 활용
되다,XSV+EF,-500,되다
하다,XSV+EF,-500,하다
해요,XSV+EF,-500,해요
돼요,XSV+EF,-500,돼요
했어요,XSV+EP+EF,-500,했어요
됐어요,XSV+EP+EF,-500,됐어요

# XSV + EC (연결어미)
하고,XSV+EC,-500,하고
되고,XSV+EC,-500,되고
해서,XSV+EC,-500,해서
되어서,XSV+EC,-500,되어서
하면,XSV+EC,-500,하면
되면,XSV+EC,-500,되면
하면서,XSV+EC,-500,하면서
되면서,XSV+EC,-500,되면서
하니까,XSV+EC,-500,하니까
되니까,XSV+EC,-500,되니까

# VV + 면서/EC (동시 진행)
하면서,VV+EC,-500,하면서
가면서,VV+EC,-500,가면서
보면서,VV+EC,-500,보면서
먹으면서,VV+EC,-500,먹으면서

# NP + JX (대명사 + 보조사) - 자주 오분석됨
나는,NP+JX,-500,나는
너는,NP+JX,-500,너는
우리는,NP+JX,-500,우리는
저는,NP+JX,-500,저는
그는,NP+JX,-500,그는
그녀는,NP+JX,-500,그녀는

# NP + JKS (대명사 + 주격조사)
내가,NP+JKS,-500,내가
네가,NP+JKS,-500,네가
제가,NP+JKS,-500,제가

# NP + JKO (대명사 + 목적격조사)
나를,NP+JKO,-500,나를
너를,NP+JKO,-500,너를
저를,NP+JKO,-500,저를
그를,NP+JKO,-500,그를
그녀를,NP+JKO,-500,그녀를
우리를,NP+JKO,-500,우리를
저희를,NP+JKO,-500,저희를

# NP + JKB (대명사 + 부사격조사) - "에게" 분리 방지
나에게,NP+JKB,-15000,나에게
너에게,NP+JKB,-15000,너에게
저에게,NP+JKB,-15000,저에게
그에게,NP+JKB,-15000,그에게
그녀에게,NP+JKB,-15000,그녀에게
우리에게,NP+JKB,-15000,우리에게
저희에게,NP+JKB,-15000,저희에게

# JKB 단독 - "에게" 분리 방지
에게,JKB,-10000,에게
한테,JKB,-10000,한테
께,JKB,-10000,께

# NP 단독 (대명사 기본형) - VV 오분석 방지
나,NP,-500,나
너,NP,-500,너
저,NP,-500,저
그,NP,-500,그
그녀,NP,-500,그녀
우리,NP,-500,우리
저희,NP,-500,저희

# Note: 있다/있습니다는 VX로 자동 분석되므로 추가하지 않음

# 자주 오분석되는 기본 명사 - 낮은 비용으로 분리 방지
친구,NNG,-10000,친구
영화,NNG,-10000,영화
산책,NNG,-10000,산책
연필,NNG,-10000,연필
준비,NNG,-10000,준비
회의,NNG,-10000,회의
어제,NNG,-10000,어제

# 복합명사 (자주 분리되는 문제 해결) - 낮은 비용으로 분리 방지
기자회견,NNG,-10000,기자회견
급등,NNG,-10000,급등
한국어,NNG,-5000,한국어
자연어,NNG,-5000,자연어
형태소,NNG,-5000,형태소
분석기,NNG,-5000,분석기
연구소,NNG,-5000,연구소
특별시,NNG,-5000,특별시
인공지능,NNG,-5000,인공지능

# NNP (고유명사) - 분리 방지
대한민국,NNP,-25000,대한민국
서울특별시,NNP,-25000,서울특별시
서울,NNP,-15000,서울

# NNG + 와/과 (접속/부사격조사) - 매우 낮은 비용으로 IC 오분석 방지
친구와,NNG+JKB,-15000,친구와
사람과,NNG+JKB,-15000,사람과
나라와,NNG+JKB,-15000,나라와
학교와,NNG+JKB,-15000,학교와
회사와,NNG+JKB,-15000,회사와

# 형용사 기본형 (VA) - 명사 오분석 방지
낮다,VA+EF,-500,낮다
높다,VA+EF,-500,높다
길다,VA+EF,-500,길다
짧다,VA+EF,-500,짧다
넓다,VA+EF,-500,넓다
좁다,VA+EF,-500,좁다
많다,VA+EF,-500,많다
적다,VA+EF,-500,적다
같다,VA+EF,-500,같다
다르다,VA+EF,-500,다르다
느리다,VA+EF,-10000,느리다
빠르다,VA+EF,-10000,빠르다

# 복합 형용사 (VA) - 더 낮은 비용으로 우선 적용
재미있다,VA+EF,-5000,재미있다
재미없다,VA+EF,-5000,재미없다
맛있다,VA+EF,-5000,맛있다
맛없다,VA+EF,-5000,맛없다

# 부사 (MAG) - 자주 오분석되는 부사
아주,MAG,-10000,아주
매우,MAG,-10000,매우
정말,MAG,-10000,정말
너무,MAG,-10000,너무
조금,MAG,-10000,조금
일찍,MAG,-10000,일찍
또,MAG,-10000,또
또한,MAG,-15000,또한
따라서,MAG,-15000,따라서
만약,MAG,-10000,만약
요즘,MAG,-10000,요즘
왜,MAG,-10000,왜

# 접속부사 (MAJ)
그리고,MAJ,-15000,그리고
하지만,MAJ,-15000,하지만
그러나,MAJ,-15000,그러나
그래서,MAJ,-15000,그래서
또는,MAJ,-15000,또는
혹은,MAJ,-15000,혹은

# 복합명사 (compound nouns)
# 형식: 표면형,품사,비용,읽기
# 비용 -20000으로 낮춰서 우선순위 높임
기자회견,NNG,-20000,기자회견
경제성장률,NNG,-20000,경제성장률
성장률,NNG,-20000,성장률
투자자,NNG,-20000,투자자
안정세,NNG,-20000,안정세
의료진,NNG,-20000,의료진
자연어,NNG,-20000,자연어
교통사고,NNG,-20000,교통사고
설거지,NNG,-25000,설거지
숙제,NNG,-20000,숙제
# 목적격조사 "를" - EC+JKO 오분석 방지
를,JKO,-5000,를
을,JKO,-5000,을

숙제를,NNG+JKO,-25000,숙제를
친구를,NNG+JKO,-25000,친구를
영화를,NNG+JKO,-25000,영화를

# 어미 결합형 패턴 (verb + ending combinations)
합니다,VV+EF,-15000,합니다
합니까,VV+EF,-15000,합니까
하겠습니다,VV+EP+EF,-15000,하겠습니다

# 모음 탈락 연결어미 (vowel-dropped connectives)
# 만나서 → 만나 + 아서 (아 탈락)
# 비용을 -30000으로 낮춰서 "만/EC + 나서" 오분석 방지
만나서,VV+EC,-30000,만나서
만나다,VV+EF,-30000,만나다
만났다,VV+EP+EF,-30000,만났다
만났어요,VV+EP+EF,-30000,만났어요
만났습니다,VV+EP+EF,-30000,만났습니다
보아서,VV+EC,-30000,보아서
가아서,VV+EC,-30000,가아서

# 조사 (particles) - 복합 태그 방지
으로,JKB,-15000,으로

# 명사+조사 결합형 (noun+particle combinations)
대통령이,NNG+JKS,-20000,대통령이

# 대명사 (pronouns)
뭐,NP,-15000,뭐

# 관형사로 잘못 분석되는 동사 (verbs misanalyzed as adnominal)
# "열다" 동사 활용형 (open) - "열(10)"과 구분
열었,VV+EP,-20000,열었
열었습니다,VV+EP+EF,-20000,열었습니다
열었다,VV+EP+EF,-20000,열었다

# "면서" 연결어미 분리 보정
# "하면서" → "하/XSV + 면서/EC" (not "하면/XSV + 서/EC")
면서,EC,-15000,면서
하면서,XSV+EC,-15000,하면서
되면서,XSV+EC,-15000,되면서

# 경어 주격조사
께서,JKS,-18000,께서

# "오다" 동사 활용형 - "오"가 EF로 분석되는 문제 해결
왔다,VV+EP+EF,-20000,왔다
왔습니다,VV+EP+EF,-20000,왔습니다
왔어요,VV+EP+EF,-20000,왔어요

# 복합명사 - 분리 방지
수도,NNG,-20000,수도

# 불규칙 동사 "그러다" 활용 - "그래요" 등
그래요,VV+EF,-20000,그래요
그래,VV+EF,-20000,그래
그랬다,VV+EP+EF,-20000,그랬다
그랬어요,VV+EP+EF,-20000,그랬어요

# 숫자/수사 - 주의: "이"는 JKS와 충돌하므로 제외
# 분리 방지용 복합형만 추가
하나,NR,-20000,하나

# 서수사 - 분리 방지
첫번째,NNG,-25000,첫번째
두번째,NNG,-25000,두번째
세번째,NNG,-25000,세번째

# VCP (긍정지정사) 계열
# 세요/에요/예요는 동사 뒤에서 EF로 분석되어야 함
# apply_context_corrections에서 VCP 삽입 필요 (대명사 뒤)

# 오세요 등 VV+시(EP)+어요(EF) 패턴 - 분리를 위한 높은 비용
# sejong.rs의 분리 로직에서 처리되어야 함

# 먹다 기본형 분리용
먹다,VV+EF,-15000,먹다
먹겠다,VV+EP+EF,-20000,먹겠다
먹겠습니다,VV+EP+EF,-20000,먹겠습니다

# 시간 명사 - MAG 오분석 방지
오후,NNG,-20000,오후
오전,NNG,-20000,오전
작년,NNG,-20000,작년
올해,NNG,-20000,올해
내년,NNG,-20000,내년

# 수사 - NR
둘,NR,-20000,둘
셋,NR,-20000,셋
넷,NR,-20000,넷

# 기본 명사 - 주의: "집"은 "집에서"를 분리시킴
# 집,NNG,-15000,집 (삭제: JKB+JKB 버그 유발)

# 고유명사 - 분리형
# "서울특별시청"은 정답이 "서울/NNP 특별시/NNG 청/NNG"이므로 항목 제거
# MeCab 사전의 기본 분석을 사용

# 불규칙 동사 활용 - 그러다
# 주의: "그래"를 VV+EF로 등록하면 분리 시 문제 발생
# "그래요" → "그/VV 래/EF 요/EF"로 잘못 분리됨
# 대신 "그래요"를 완전형으로 등록
그래요,VV+EF,-30000,그래요
그래서,MAJ,-25000,그래서

# 고유명사 - 분리 방지
# "한국어"가 "한국/NNP + 어/EC"로 분리되지 않도록
한국어,NNG,-30000,한국어

# 복합명사 - 분리 방지
서울특별시,NNP,-30000,서울특별시

# 계사 활용형 - "입니다" (VCP+EF)
입니다,VCP+EF,-30000,입니다
입니까,VCP+EF,-30000,입니까

# 자주 오분석되는 명사
선생님,NNG,-30000,선생님
한국,NNP,-30000,한국

# 연결어미 "다면" 분리 방지
다면,EC,-20000,다면
그렇다면,VA+EC,-25000,그렇다면

# VV+EC 패턴 추가 - NNG와 혼동되는 동사 활용형
# "잡고", "알면서" 등이 NNG로 분석되는 문제 해결
잡고,VV+EC,-10000,잡고
잡아서,VV+EC,-10000,잡아서
잡으면,VV+EC,-10000,잡으면
잡으면서,VV+EC,-10000,잡으면서
잡으니까,VV+EC,-10000,잡으니까
알고,VV+EC,-10000,알고
알면,VV+EC,-10000,알면
알면서,VV+EC,-30000,알면서
알아서,VV+EC,-10000,알아서
알으니까,VV+EC,-10000,알으니까
들고,VV+EC,-10000,들고
들면,VV+EC,-10000,들면
들면서,VV+EC,-10000,들면서
들어서,VV+EC,-10000,들어서
받고,VV+EC,-10000,받고
받으면,VV+EC,-10000,받으면
받으면서,VV+EC,-10000,받으면서
받아서,VV+EC,-10000,받아서
주고,VV+EC,-10000,주고
주면,VV+EC,-10000,주면
주면서,VV+EC,-10000,주면서
줘서,VV+EC,-10000,줘서
만들고,VV+EC,-10000,만들고
만들면,VV+EC,-10000,만들면
만들면서,VV+EC,-10000,만들면서
만들어서,VV+EC,-10000,만들어서
찾고,VV+EC,-10000,찾고
찾으면,VV+EC,-10000,찾으면
찾아서,VV+EC,-10000,찾아서
살고,VV+EC,-10000,살고
살면,VV+EC,-10000,살면
살면서,VV+EC,-10000,살면서
살아서,VV+EC,-10000,살아서
타고,VV+EC,-10000,타고
타면,VV+EC,-10000,타면
타면서,VV+EC,-10000,타면서
타서,VV+EC,-10000,타서
걷고,VV+EC,-10000,걷고
걸으면,VV+EC,-10000,걸으면
걸으면서,VV+EC,-10000,걸으면서
걸어서,VV+EC,-10000,걸어서
쓰고,VV+EC,-10000,쓰고
쓰면,VV+EC,-10000,쓰면
쓰면서,VV+EC,-10000,쓰면서
써서,VV+EC,-10000,써서

# 동사 어간 단독은 제거함 (NNG와 충돌 가능성)
# VV+EC 패턴으로 충분히 커버됨

# 복합 연결어미 패턴 - "고나서", "자마자", "다고" 등
먹고나서,VV+EC,-30000,먹고나서
가고나서,VV+EC,-30000,가고나서
하고나서,VV+EC,-30000,하고나서
보고나서,VV+EC,-30000,보고나서
읽고나서,VV+EC,-30000,읽고나서
가자마자,VV+EC,-30000,가자마자
오자마자,VV+EC,-30000,오자마자
하자마자,VV+EC,-30000,하자마자
보자마자,VV+EC,-30000,보자마자
먹자마자,VV+EC,-30000,먹자마자
읽자마자,VV+EC,-30000,읽자마자
왔다고,VV+EP+EC,-30000,왔다고
갔다고,VV+EP+EC,-30000,갔다고
했다고,VV+EP+EC,-30000,했다고
봤다고,VV+EP+EC,-30000,봤다고
먹었다고,VV+EP+EC,-30000,먹었다고
읽었다고,VV+EP+EC,-30000,읽었다고

# "읽고" 등 자주 쓰이는 VV+고 패턴
읽고,VV+EC,-30000,읽고
쓰고,VV+EC,-30000,쓰고
듣고,VV+EC,-30000,듣고
놓고,VV+EC,-30000,놓고
넣고,VV+EC,-30000,넣고
빼고,VV+EC,-30000,빼고
끄고,VV+EC,-30000,끄고
켜고,VV+EC,-30000,켜고
열고,VV+EC,-30000,열고
닫고,VV+EC,-30000,닫고
잡고,VV+EC,-30000,잡고
풀고,VV+EC,-30000,풀고
씻고,VV+EC,-30000,씻고

# "도록", "듯이" 패턴
가도록,VV+EC,-30000,가도록
오도록,VV+EC,-30000,오도록
하도록,VV+EC,-30000,하도록
보도록,VV+EC,-30000,보도록
먹도록,VV+EC,-30000,먹도록
가듯이,VV+EC,-30000,가듯이
오듯이,VV+EC,-30000,오듯이
하듯이,VV+EC,-30000,하듯이
보듯이,VV+EC,-30000,보듯이

# VA+EC (형용사 연결어미)
좋게,VA+EC,-30000,좋게
크게,VA+EC,-30000,크게
작게,VA+EC,-30000,작게
귀엽게,VA+EC,-30000,귀엽게
아름답게,VA+EC,-30000,아름답게
빠르게,VA+EC,-30000,빠르게
느리게,VA+EC,-30000,느리게
높게,VA+EC,-30000,높게
낮게,VA+EC,-30000,낮게
덥게,VA+EC,-30000,덥게
춥게,VA+EC,-30000,춥게
길게,VA+EC,-30000,길게
짧게,VA+EC,-30000,짧게
많게,VA+EC,-30000,많게
적게,VA+EC,-30000,적게

# XSV+EC (하다/되다 동사 + 연결어미)
하고,XSV+EC,-30000,하고
되고,XSV+EC,-30000,되고
하면서,XSV+EC,-30000,하면서
되면서,XSV+EC,-30000,되면서
하니까,XSV+EC,-30000,하니까
되니까,XSV+EC,-30000,되니까
하도록,XSV+EC,-30000,하도록
되도록,XSV+EC,-30000,되도록
하듯이,XSV+EC,-30000,하듯이
되듯이,XSV+EC,-30000,되듯이

# VX+EC (보조동사 연결어미)
있고,VX+EC,-30000,있고
없고,VX+EC,-30000,없고
않고,VX+EC,-30000,않고
싶고,VX+EC,-30000,싶고

# 불규칙 활용 + EC
눕고,VV+EC,-30000,눕고
굽고,VV+EC,-30000,굽고
줍고,VV+EC,-30000,줍고
덥고,VA+EC,-30000,덥고
춥고,VA+EC,-30000,춥고
걷고,VV+EC,-30000,걷고
묻고,VV+EC,-30000,묻고

# 추가 VV+EC 패턴
가고,VV+EC,-30000,가고
오고,VV+EC,-30000,오고
보고,VV+EC,-30000,보고
되고,VV+EC,-30000,되고
나고,VV+EC,-30000,나고
서고,VV+EC,-30000,서고
주고,VV+EC,-30000,주고
두고,VV+EC,-30000,두고
내고,VV+EC,-30000,내고
버리고,VV+EC,-30000,버리고
치고,VV+EC,-30000,치고

# VV + 어서/아서/EC
하여서,VV+EC,-30000,하여서
되어서,VV+EC,-30000,되어서
보아서,VV+EC,-30000,보아서
가아서,VV+EC,-30000,가아서

# === VV+EF (종결어미) 패턴 ===
# ㄹ게요/ㄹ게 종결어미
할게요,VV+EF,-30000,할게요
갈게요,VV+EF,-30000,갈게요
볼게요,VV+EF,-30000,볼게요
올게요,VV+EF,-30000,올게요
줄게요,VV+EF,-30000,줄게요
먹을게요,VV+EF,-30000,먹을게요
읽을게요,VV+EF,-30000,읽을게요
할게,VV+EF,-30000,할게
갈게,VV+EF,-30000,갈게
볼게,VV+EF,-30000,볼게
올게,VV+EF,-30000,올게
줄게,VV+EF,-30000,줄게

# ㄹ까요/ㄹ까 의문형 종결어미
할까요,VV+EF,-30000,할까요
갈까요,VV+EF,-30000,갈까요
볼까요,VV+EF,-30000,볼까요
올까요,VV+EF,-30000,올까요
줄까요,VV+EF,-30000,줄까요
먹을까요,VV+EF,-30000,먹을까요
할까,VV+EF,-30000,할까
갈까,VV+EF,-30000,갈까
볼까,VV+EF,-30000,볼까
올까,VV+EF,-30000,올까

# ㄹ래요/ㄹ래 의문/청유형 종결어미
할래요,VV+EF,-30000,할래요
갈래요,VV+EF,-30000,갈래요
볼래요,VV+EF,-30000,볼래요
올래요,VV+EF,-30000,올래요
먹을래요,VV+EF,-30000,먹을래요
할래,VV+EF,-30000,할래
갈래,VV+EF,-30000,갈래
볼래,VV+EF,-30000,볼래

# VV+EP+EF (시/EP 존칭 포함)
가세요,VV+EP+EF,-30000,가세요
오세요,VV+EP+EF,-30000,오세요
하세요,VV+EP+EF,-30000,하세요
보세요,VV+EP+EF,-30000,보세요
드세요,VV+EP+EF,-30000,드세요
주세요,VV+EP+EF,-30000,주세요
앉으세요,VV+EP+EF,-30000,앉으세요
읽으세요,VV+EP+EF,-30000,읽으세요
먹으세요,VV+EP+EF,-30000,먹으세요

# 어요/아요 종결어미
가요,VV+EF,-30000,가요
와요,VV+EF,-30000,와요
봐요,VV+EF,-30000,봐요
해요,VV+EF,-30000,해요
줘요,VV+EF,-30000,줘요
먹어요,VV+EF,-30000,먹어요

# 냐/나 의문형 종결어미 (VV만)
먹냐,VV+EF,-30000,먹냐
가냐,VV+EF,-30000,가냐
하냐,VV+EF,-30000,하냐
보냐,VV+EF,-30000,보냐

# === NNP (고유명사) - 브랜드, 서비스명 ===
# IT/플랫폼
쿠버네티스,NNP,-30000,쿠버네티스
도커,NNP,-30000,도커
챗GPT,NNP,-30000,챗GPT

# SNS/앱
틱톡,NNP,-30000,틱톡
인스타,NNP,-30000,인스타
유튜브,NNP,-30000,유튜브
넷플릭스,NNP,-30000,넷플릭스
카톡,NNP,-30000,카톡

# 배달/쇼핑
배민,NNP,-30000,배민
쿠팡,NNP,-30000,쿠팡

# 엔터테인먼트
방탄소년단,NNP,-30000,방탄소년단
블랙핑크,NNP,-30000,블랙핑크

